id;Severity;age_classes;day_week;hour;impact1_classes;make;man_coll;month;speed_classes;rest_use;reljct2
15049;1;3;2;14;13;4.0;1;4;7;3.0;1
15050;1;4;3;21;1;10.0;1;4;4;1.0;1
15052;0;4;5;7;13;4.0;4;5;4;1.0;8
15055;0;8;7;22;13;4.0;4;5;5;1.0;2
15056;1;10;7;10;13;7.0;4;5;5;3.0;8
15057;1;6;7;14;13;7.0;4;5;4;1.0;1
15060;0;6;6;5;13;10.0;1;6;4;3.0;1
15062;0;4;1;23;13;4.0;2;6;7;1.0;1
15066;0;8;6;21;13;7.0;1;6;4;1.0;3
15068;0;6;1;3;13;4.0;3;6;6;1.0;1
15069;1;2;2;20;10;4.0;4;6;4;1.0;8
15070;0;9;2;21;13;7.0;1;6;5;1.0;1
15072;1;7;4;11;4;7.0;4;6;4;1.0;8
15073;0;7;6;3;13;4.0;1;6;5;1.0;1
15077;0;8;7;13;13;7.0;1;7;5;1.0;1
15078;1;5;2;19;11;7.0;1;7;4;1.0;1
15083;0;5;1;16;13;10.0;1;7;6;3.0;1
15086;0;6;2;21;13;8.0;1;8;5;1.0;1
15089;0;7;3;16;13;1.0;1;8;5;1.0;1
15090;1;6;4;13;1;2.0;1;8;6;2.0;5
15094;1;8;6;23;1;7.0;1;8;5;2.0;1
15096;1;6;6;17;13;4.0;4;9;6;1.0;2
15098;1;7;5;16;13;7.0;2;9;4;2.0;3
15100;1;3;7;22;1;7.0;1;9;4;2.0;1
15102;1;12;5;12;13;7.0;1;9;5;1.0;1
15106;0;5;7;12;3;2.0;4;10;4;2.0;8
15107;1;9;7;13;13;7.0;4;10;4;2.0;2
15109;0;9;4;16;11;8.0;4;10;4;1.0;3
15114;0;7;4;7;13;7.0;4;11;5;2.0;2
15115;0;4;1;20;13;4.0;4;10;5;1.0;8
15116;1;6;5;22;1;4.0;1;11;3;1.0;1
15117;0;2;7;9;18;2.0;4;11;2;3.0;8
15118;0;8;4;19;13;7.0;1;12;5;2.0;1
15126;1;10;4;17;13;7.0;4;8;3;1.0;2
15132;0;8;1;12;1;1.0;1;8;3;1.0;1
15133;1;10;3;14;4;8.0;4;8;2;1.0;2
15137;0;3;3;18;15;4.0;1;1;4;3.0;1
15138;0;7;7;24;15;2.0;1;1;5;3.0;1
15145;1;10;6;15;1;4.0;1;2;3;1.0;1
15147;0;4;3;20;15;10.0;1;2;6;1.0;1
15151;1;9;2;19;19;8.0;6;3;4;3.0;1
15154;1;8;7;9;18;7.0;5;3;4;3.0;1
15157;1;10;2;16;13;2.0;4;3;4;3.0;2
15158;1;9;3;17;13;2.0;4;2;3;3.0;2
15161;1;9;5;17;13;7.0;4;2;3;3.0;2
15162;0;3;1;12;13;2.0;4;3;4;1.0;2
15163;1;5;5;18;13;4.0;4;3;3;3.0;2
15164;1;9;7;16;18;7.0;4;3;4;3.0;2
15169;0;8;7;16;1;7.0;4;4;5;3.0;12
15176;0;4;5;8;1;8.0;1;4;3;1.0;2
15180;0;9;1;13;13;7.0;3;4;4;3.0;1
15181;1;7;1;13;1;7.0;3;4;4;1.0;1
15184;1;10;6;16;22;7.0;4;4;5;1.0;1
15185;1;5;1;1;13;4.0;2;5;3;3.0;3
15187;1;8;1;18;13;7.0;2;5;5;1.0;1
15189;0;6;7;21;13;7.0;1;5;4;3.0;1
15193;1;9;7;15;15;7.0;1;5;3;3.0;1
15194;1;7;7;13;1;7.0;1;5;5;3.0;1
15196;0;10;7;15;13;7.0;1;5;4;3.0;1
15202;1;7;6;22;21;4.0;1;5;3;3.0;8
15203;0;9;1;21;13;10.0;3;5;5;3.0;1
15205;1;9;2;10;7;2.0;2;6;4;1.0;1
15206;0;12;7;22;15;4.0;1;6;5;1.0;1
15207;1;6;6;13;13;4.0;2;6;6;1.0;1
15210;0;5;6;17;13;10.0;4;6;5;3.0;2
15214;1;9;6;20;15;7.0;1;7;5;1.0;1
15215;0;7;4;4;15;2.0;1;7;4;3.0;1
15216;0;7;4;7;7;4.0;2;7;5;1.0;1
15217;1;5;6;23;13;2.0;4;7;5;3.0;2
15219;1;6;6;4;1;4.0;1;7;3;1.0;2
15220;0;9;6;8;13;2.0;4;8;3;1.0;8
15222;0;3;2;20;13;4.0;4;8;4;3.0;2
15230;0;3;4;2;15;2.0;1;9;7;1.0;1
15231;0;8;6;20;21;7.0;1;9;3;3.0;1
15232;1;4;7;2;13;4.0;2;9;6;1.0;1
15233;1;3;7;4;1;10.0;1;9;4;3.0;2
15236;1;9;7;11;18;7.0;6;9;3;1.0;1
15237;0;10;7;11;18;7.0;6;9;3;1.0;1
15239;0;8;7;1;7;2.0;2;9;4;3.0;1
15241;1;4;4;22;13;4.0;4;8;3;1.0;2
15243;1;3;2;20;13;2.0;3;8;3;1.0;8
15246;1;7;5;14;1;7.0;1;9;4;3.0;1
15250;1;6;4;17;1;7.0;1;10;4;1.0;1
15253;1;4;2;16;13;7.0;4;10;3;3.0;2
15256;1;3;7;24;1;10.0;1;9;4;1.0;1
15257;1;10;7;12;1;7.0;1;9;5;3.0;1
15258;1;4;7;12;15;2.0;1;9;5;3.0;1
15260;0;3;1;15;1;4.0;1;9;5;1.0;8
15264;0;4;1;24;13;7.0;1;10;3;3.0;3
15266;1;11;4;9;1;7.0;1;10;4;1.0;1
15267;1;6;5;17;13;3.0;4;10;3;1.0;8
15270;1;9;4;17;18;7.0;4;11;2;3.0;2
15271;1;9;3;23;13;7.0;1;11;5;3.0;1
15272;0;8;7;14;1;7.0;1;11;5;1.0;1
15273;1;8;4;14;1;7.0;1;11;3;3.0;8
15276;1;4;6;13;13;4.0;2;11;3;1.0;12
15278;0;7;7;13;7;10.0;2;11;3;3.0;1
15283;0;5;4;16;13;2.0;4;12;4;1.0;2
15284;0;3;6;20;1;2.0;4;11;4;1.0;8
15286;1;3;3;20;13;2.0;4;11;4;1.0;2
15287;1;3;7;12;13;4.0;4;11;3;1.0;3
15288;1;10;3;17;13;10.0;2;11;3;1.0;1
15293;1;8;6;12;13;10.0;4;12;4;3.0;2
15296;0;3;4;18;13;2.0;3;3;7;1.0;1
15338;1;3;3;24;2;8.0;1;8;4;3.0;1
15370;0;7;3;15;1;7.0;1;1;4;1.0;1
15372;0;7;5;18;13;7.0;4;1;4;2.0;2
15373;1;3;3;9;13;4.0;3;1;3;2.0;3
15374;1;8;4;17;21;7.0;5;1;5;2.0;1
15375;0;6;6;20;1;2.0;1;1;4;2.0;1
15377;1;13;7;7;18;7.0;1;1;5;2.0;1
15379;0;3;7;14;18;2.0;6;1;2;2.0;1
15380;1;9;6;15;13;7.0;1;1;4;1.0;1
15381;0;10;1;11;1;3.0;6;1;4;2.0;1
15383;0;6;2;10;13;1.0;3;1;4;1.0;3
15384;1;3;3;9;1;2.0;1;1;4;1.0;2
15385;0;3;1;17;1;10.0;1;1;3;2.0;2
15387;0;3;4;19;1;2.0;1;1;5;2.0;1
15388;0;6;7;18;13;7.0;1;1;6;2.0;1
15392;1;9;6;10;1;7.0;1;1;4;2.0;8
15396;1;4;3;14;1;8.0;1;2;6;2.0;1
15400;1;7;1;15;13;7.0;2;2;5;2.0;1
15402;0;9;3;10;1;7.0;1;2;4;2.0;1
15403;0;5;2;21;1;2.0;1;2;6;2.0;1
15410;0;11;1;11;1;7.0;1;2;4;1.0;1
15411;0;10;1;12;1;7.0;1;2;4;1.0;1
15412;0;9;7;12;13;2.0;3;1;5;2.0;1
15414;0;10;6;16;7;7.0;2;2;4;2.0;1
15421;0;8;5;16;13;7.0;2;2;5;2.0;1
15424;0;5;7;2;13;7.0;2;3;6;2.0;1
15425;0;6;7;2;7;2.0;2;3;4;2.0;1
15435;0;7;6;16;1;7.0;1;3;5;2.0;1
15437;0;6;4;7;13;7.0;4;3;5;2.0;2
15440;1;10;5;9;1;8.0;1;3;3;2.0;8
15442;0;6;4;20;1;4.0;1;3;4;2.0;8
15445;0;5;5;19;13;4.0;3;3;5;2.0;1
15447;0;6;3;6;13;7.0;4;3;3;2.0;1
15451;1;6;6;9;13;2.0;2;4;5;2.0;1
15453;0;8;2;16;13;10.0;3;4;4;2.0;1
15459;1;7;1;18;1;2.0;1;1;3;1.0;1
15460;0;4;5;14;13;4.0;2;4;4;2.0;8
15463;0;11;3;14;1;7.0;1;4;5;1.0;1
15466;0;4;3;9;1;2.0;1;5;4;2.0;2
15471;0;9;7;18;13;7.0;2;5;4;2.0;1
15472;0;6;3;7;1;10.0;1;4;5;1.0;1
15477;0;6;7;10;1;7.0;1;4;4;2.0;1
15480;0;10;1;13;1;7.0;1;4;5;2.0;1
15491;1;4;1;22;13;8.0;2;2;5;2.0;1
15492;1;3;1;22;13;4.0;4;2;3;2.0;8
15498;0;6;6;23;1;10.0;1;4;5;2.0;1
15501;1;3;3;22;13;4.0;4;5;5;2.0;8
15504;1;4;5;16;13;2.0;3;5;3;2.0;1
15506;1;6;1;15;1;8.0;1;5;5;1.0;1
15507;0;5;7;16;13;4.0;1;5;5;2.0;1
15510;1;5;3;7;13;2.0;2;5;5;2.0;1
15511;1;9;7;17;1;2.0;1;5;2;2.0;2
15517;0;4;6;18;15;4.0;1;5;5;2.0;1
15524;1;5;1;18;13;10.0;4;5;4;2.0;2
15531;1;4;5;21;13;4.0;4;6;4;2.0;2
15533;1;4;2;13;13;7.0;4;6;4;2.0;2
15534;0;8;6;23;7;7.0;2;6;5;2.0;1
15545;1;11;4;18;1;2.0;1;7;4;1.0;1
15552;1;7;1;14;15;6.0;1;7;4;2.0;1
15553;0;5;4;5;7;7.0;2;7;4;2.0;1
15562;1;9;6;6;18;2.0;4;7;5;1.0;1
15571;0;6;7;21;1;7.0;1;7;4;1.0;1
15574;0;8;1;16;2;7.0;4;6;3;2.0;2
15579;0;3;5;2;13;2.0;1;7;6;3.0;1
15581;1;7;7;16;18;7.0;5;5;4;2.0;1
15582;1;6;1;14;1;7.0;2;8;4;2.0;8
15583;1;9;1;14;13;7.0;2;8;4;2.0;8
15586;0;3;3;10;13;8.0;2;8;5;2.0;12
15587;0;3;6;20;13;8.0;3;8;5;2.0;1
15599;0;6;7;10;21;7.0;5;6;5;1.0;1
15615;1;9;6;17;13;7.0;4;7;5;1.0;2
15619;1;9;7;9;1;4.0;1;8;4;2.0;1
15624;1;9;2;14;13;7.0;1;7;3;1.0;1
15626;1;8;3;14;15;7.0;1;8;5;2.0;1
15630;1;9;4;15;13;7.0;4;7;3;2.0;8
15633;1;5;7;24;13;8.0;2;3;7;2.0;1
15644;0;4;5;12;13;2.0;4;9;7;2.0;2
15647;0;6;1;16;13;1.0;3;9;4;2.0;3
15651;0;4;6;10;19;4.0;4;8;3;2.0;3
15653;1;7;1;15;13;4.0;4;8;3;2.0;8
15654;1;3;6;22;1;4.0;1;9;5;2.0;8
15657;1;10;3;14;1;10.0;1;9;2;3.0;1
15663;0;10;1;22;22;7.0;5;9;6;2.0;1
15668;0;10;4;7;21;7.0;4;8;4;2.0;2
15685;1;10;6;12;1;2.0;1;10;4;2.0;1
15689;1;10;4;10;1;8.0;1;9;2;1.0;1
15697;1;5;7;23;1;7.0;1;9;4;1.0;1
15700;1;3;1;12;13;4.0;3;9;4;1.0;1
15702;0;8;1;12;13;7.0;3;9;3;1.0;1
15703;1;8;1;12;21;7.0;3;9;3;1.0;1
15705;0;10;1;12;18;7.0;3;9;3;1.0;1
15706;0;8;1;12;18;1.0;3;9;4;1.0;1
15707;1;5;1;13;13;4.0;2;9;4;1.0;3
15710;0;4;3;8;13;2.0;4;9;4;1.0;8
15714;0;10;6;14;13;2.0;3;9;3;2.0;1
15715;0;7;7;14;13;2.0;3;10;6;1.0;3
15716;1;10;7;18;13;7.0;1;10;3;1.0;1
15717;0;7;7;22;13;7.0;4;10;3;1.0;2
15721;0;8;7;11;8;7.0;1;10;4;1.0;1
15723;0;10;7;11;15;7.0;1;10;4;1.0;1
15725;0;10;7;11;13;7.0;1;10;4;1.0;1
15729;0;4;5;22;13;10.0;1;10;5;2.0;1
15730;1;7;6;11;1;8.0;1;9;4;2.0;1
15733;0;12;3;7;1;8.0;1;8;4;2.0;1
15734;1;5;7;11;1;10.0;1;10;5;2.0;8
15737;0;10;6;5;13;10.0;2;10;4;1.0;1
15739;0;11;7;16;1;7.0;1;10;5;2.0;1
15740;0;8;4;20;13;7.0;4;4;4;1.0;2
15746;0;6;1;16;13;1.0;6;10;4;1.0;1
15749;0;8;1;16;13;10.0;4;10;3;2.0;1
15756;0;7;6;6;18;7.0;4;11;5;2.0;1
15757;1;3;6;19;13;10.0;2;12;5;2.0;1
15763;1;9;3;14;13;7.0;3;11;3;1.0;1
15765;1;8;1;15;13;2.0;2;10;4;1.0;1
15770;1;10;3;7;13;7.0;1;11;5;1.0;1
15771;1;6;3;15;1;4.0;1;11;3;1.0;8
15772;0;3;5;24;13;4.0;2;11;5;1.0;1
15774;0;4;5;9;1;2.0;1;11;5;1.0;1
15779;1;8;7;15;13;7.0;4;10;4;2.0;8
15782;1;7;6;16;1;2.0;1;12;4;1.0;1
15783;0;4;7;2;1;4.0;1;12;6;1.0;1
15793;1;4;4;22;13;4.0;3;12;4;1.0;2
15794;0;5;6;10;13;2.0;2;12;6;1.0;1
15811;1;7;5;21;21;4.0;4;2;6;2.0;1
15813;0;7;3;11;13;10.0;1;5;3;2.0;1
15824;1;7;5;12;12;1.0;5;5;3;1.0;2
15825;1;7;5;12;2;2.0;5;5;4;1.0;2
15830;1;3;2;10;13;2.0;1;10;4;2.0;1
15835;0;2;6;2;1;10.0;1;1;6;3.0;1
15840;1;7;3;7;1;7.0;1;3;4;3.0;2
15843;0;8;1;24;1;2.0;1;4;4;3.0;3
15844;1;4;6;23;13;2.0;4;4;5;1.0;8
15845;0;8;2;24;2;2.0;1;4;5;3.0;1
15846;0;6;6;20;13;2.0;4;4;7;1.0;2
15847;1;7;7;22;15;7.0;1;4;3;3.0;1
15849;0;5;1;18;1;10.0;1;5;6;3.0;5
15851;0;8;2;17;13;2.0;2;5;3;3.0;3
15853;1;4;1;9;13;10.0;1;5;6;3.0;1
15858;1;9;5;14;1;7.0;1;6;4;3.0;1
15859;0;6;7;15;1;4.0;1;6;5;1.0;1
15860;0;12;2;11;13;2.0;1;6;4;1.0;1
15861;1;8;4;15;13;10.0;1;6;4;1.0;1
15863;1;12;7;17;1;10.0;1;6;5;1.0;1
15865;0;7;4;22;21;2.0;4;6;3;3.0;2
15866;0;4;2;1;13;2.0;2;6;5;3.0;1
15868;1;8;7;10;1;8.0;1;6;5;3.0;1
15870;0;9;6;16;21;10.0;4;7;2;1.0;2
15871;1;9;6;19;1;7.0;1;7;4;3.0;1
15872;0;8;1;22;1;7.0;1;7;3;3.0;1
15873;1;4;6;20;13;2.0;4;7;3;1.0;2
15876;0;8;7;20;1;7.0;1;7;5;3.0;1
15877;0;9;4;14;15;6.0;1;7;5;1.0;1
15878;0;10;1;14;1;7.0;1;7;5;3.0;1
15879;1;10;1;13;1;7.0;1;7;4;3.0;1
15880;0;3;1;20;13;10.0;1;7;6;1.0;1
15882;0;4;2;19;21;8.0;4;7;3;3.0;2
15883;1;8;1;12;1;8.0;1;7;5;3.0;1
15886;1;8;6;15;2;7.0;4;8;3;3.0;2
15887;0;8;1;13;15;7.0;1;8;5;3.0;1
15888;1;9;2;16;12;7.0;1;8;3;3.0;1
15890;0;8;5;16;10;2.0;3;8;4;1.0;1
15893;0;7;7;9;1;7.0;1;8;4;3.0;1
15896;0;7;1;13;1;7.0;1;8;5;3.0;1
15897;1;9;4;11;1;7.0;1;8;3;3.0;1
15898;1;11;7;12;1;7.0;1;8;4;3.0;8
15900;0;9;2;16;1;7.0;1;8;4;3.0;8
15901;0;4;7;19;10;7.0;4;8;5;3.0;1
15902;1;5;7;19;13;7.0;4;8;5;3.0;1
15903;0;8;3;11;1;2.0;1;8;4;1.0;1
15906;1;9;1;6;13;4.0;1;8;5;1.0;1
15907;0;10;4;11;1;10.0;1;8;3;1.0;2
15908;1;4;6;19;13;2.0;4;9;4;3.0;2
15909;0;9;5;16;1;4.0;1;9;5;3.0;1
15911;1;10;7;12;13;7.0;3;9;4;1.0;1
15913;1;10;7;11;13;7.0;4;9;4;3.0;1
15916;1;4;6;21;22;10.0;4;9;3;3.0;2
15917;1;9;7;15;1;7.0;1;10;4;1.0;2
15918;1;4;5;21;13;8.0;3;10;4;1.0;2
15920;0;7;1;20;13;7.0;3;11;4;3.0;1
15921;1;8;1;18;13;7.0;2;12;4;3.0;1
15949;0;7;3;7;13;7.0;4;10;3;3.0;2
15964;0;7;4;20;13;7.0;3;3;4;3.0;1
15971;0;6;2;22;13;8.0;1;6;4;3.0;2
15976;1;7;4;21;7;2.0;2;6;5;3.0;1
15977;1;8;4;21;13;4.0;2;6;5;3.0;1
15978;0;6;3;21;13;8.0;4;7;6;1.0;2
15979;0;3;2;14;13;4.0;4;8;6;3.0;2
15981;1;6;2;24;13;7.0;2;9;6;2.0;1
15985;1;4;3;7;13;4.0;2;5;4;1.0;1
15987;0;6;3;22;13;7.0;4;1;6;3.0;1
15989;0;5;4;6;13;2.0;4;1;4;1.0;2
15994;1;4;7;21;1;2.0;1;1;4;3.0;2
15995;1;6;7;19;13;2.0;3;1;5;3.0;2
15996;1;8;2;19;12;4.0;4;1;4;1.0;2
15999;0;2;7;11;13;4.0;4;2;6;1.0;2
16001;1;5;3;8;13;10.0;2;2;5;1.0;1
16002;1;2;1;15;12;8.0;4;2;3;3.0;2
16003;0;6;3;1;13;7.0;3;2;4;3.0;1
16004;1;4;3;24;13;4.0;4;1;3;1.0;2
16005;1;12;1;12;12;8.0;4;1;4;2.0;2
16006;0;6;5;17;2;8.0;1;1;4;3.0;1
16008;0;5;4;20;1;2.0;1;2;4;1.0;5
16009;0;6;4;20;13;4.0;1;2;5;1.0;5
16011;0;4;4;20;13;10.0;1;2;4;1.0;5
16012;1;7;4;6;1;7.0;1;2;4;3.0;2
16013;0;4;6;18;13;3.0;2;2;4;3.0;8
16014;0;11;6;19;13;7.0;1;2;4;3.0;1
16016;0;2;3;17;13;10.0;4;2;5;1.0;2
16017;0;10;4;15;1;7.0;1;2;4;3.0;1
16018;1;10;4;15;1;7.0;1;2;4;3.0;1
16020;0;8;7;11;7;7.0;2;3;2;3.0;3
16021;1;9;7;11;13;7.0;2;3;4;3.0;3
16022;0;10;1;9;13;2.0;4;1;4;1.0;1
16026;0;7;6;2;7;7.0;2;1;5;3.0;1
16027;1;3;4;17;13;2.0;3;1;4;3.0;2
16028;0;3;6;6;1;4.0;1;2;6;3.0;1
16029;1;9;1;15;7;1.0;2;2;2;1.0;3
16030;1;8;1;15;7;7.0;2;2;2;1.0;3
16031;1;9;7;19;1;7.0;1;2;4;3.0;1
16034;1;5;7;13;1;7.0;1;2;5;1.0;1
16035;0;7;7;2;1;3.0;1;2;3;3.0;1
16036;1;5;3;14;13;7.0;4;3;4;3.0;5
16038;1;6;6;24;1;11.0;1;3;5;3.0;1
16039;0;11;5;19;13;7.0;4;3;4;3.0;2
16040;0;1;3;15;1;2.0;1;3;3;3.0;1
16042;1;7;6;17;13;2.0;4;4;5;3.0;2
16044;0;4;4;23;7;10.0;2;1;5;3.0;1
16045;1;9;4;15;1;2.0;1;2;5;1.0;1
16047;1;7;7;22;1;7.0;1;3;4;3.0;2
16050;1;7;7;19;13;7.0;2;3;4;3.0;1
16051;1;7;7;19;1;7.0;2;3;4;3.0;1
16052;1;10;6;12;13;7.0;4;3;3;1.0;2
16053;0;9;4;20;13;7.0;2;3;4;3.0;3
16055;1;8;1;12;12;7.0;4;3;4;1.0;1
16056;0;5;1;3;13;10.0;1;3;3;3.0;1
16057;1;9;6;19;13;7.0;4;4;4;3.0;2
16058;0;3;1;14;13;10.0;3;4;4;1.0;1
16059;0;8;1;16;13;8.0;4;4;4;1.0;2
16062;1;11;6;17;13;10.0;4;3;3;1.0;1
16064;1;8;1;21;12;7.0;4;4;6;3.0;2
16065;1;10;6;11;13;7.0;4;3;3;3.0;2
16068;0;12;2;15;13;4.0;4;4;5;1.0;4
16069;0;4;3;21;13;2.0;4;4;4;1.0;2
16070;1;5;6;23;13;10.0;2;4;4;3.0;1
16072;0;7;6;23;7;4.0;2;4;3;3.0;1
16077;1;6;4;14;1;2.0;1;1;4;3.0;8
16078;1;6;7;13;1;7.0;1;1;4;2.0;2
16079;0;8;1;22;13;7.0;4;1;4;3.0;8
16081;1;9;4;16;13;7.0;4;1;4;3.0;2
16083;0;7;6;15;13;10.0;4;1;4;1.0;4
16086;1;8;6;15;1;7.0;1;1;4;1.0;2
16088;0;5;3;20;13;2.0;4;2;4;3.0;2
16092;1;9;6;18;21;7.0;4;3;4;3.0;2
16094;0;7;7;3;13;7.0;3;4;4;3.0;1
16095;0;6;6;6;13;8.0;4;4;4;1.0;2
16096;1;10;3;21;13;10.0;4;4;5;3.0;2
16098;0;6;1;9;13;1.0;2;4;6;1.0;1
16100;1;9;1;9;13;7.0;4;1;4;3.0;2
16101;1;9;7;24;13;7.0;2;1;4;3.0;2
16103;0;5;2;17;13;8.0;4;2;6;1.0;2
16105;0;8;6;12;7;4.0;2;3;2;3.0;1
16107;0;5;1;4;13;7.0;1;5;4;3.0;1
16108;1;6;4;22;13;4.0;2;5;5;1.0;1
16113;0;3;1;7;13;8.0;4;4;4;1.0;8
16116;0;8;5;18;13;7.0;4;4;3;3.0;2
16117;1;7;1;20;13;7.0;3;4;4;3.0;2
16119;1;4;2;15;13;2.0;4;4;4;1.0;2
16120;0;3;5;23;13;10.0;2;4;6;1.0;1
16121;1;7;7;6;1;10.0;1;4;4;1.0;5
16123;0;4;6;23;4;10.0;1;5;7;1.0;1
16125;1;4;5;9;13;8.0;4;2;4;3.0;2
16126;0;6;1;23;13;7.0;4;4;4;3.0;2
16128;0;7;6;21;13;7.0;4;4;4;3.0;2
16129;0;7;3;23;7;7.0;2;3;4;3.0;1
16130;1;6;3;23;1;7.0;2;3;4;3.0;1
16131;0;11;3;23;13;7.0;2;3;4;3.0;1
16133;1;9;7;14;4;7.0;4;4;4;3.0;2
16138;1;8;7;20;13;7.0;2;2;4;3.0;3
16139;1;8;6;14;13;7.0;4;2;4;3.0;2
16140;1;7;2;16;13;4.0;4;3;3;3.0;2
16141;1;3;4;6;1;8.0;1;3;6;1.0;1
16143;0;12;4;13;8;7.0;4;3;2;3.0;1
16145;0;9;4;13;13;7.0;4;3;4;3.0;1
16147;1;5;5;2;2;7.0;4;3;4;1.0;1
16149;1;10;1;20;1;7.0;1;3;4;3.0;1
16151;1;10;3;12;13;10.0;4;4;4;3.0;2
16152;0;9;6;15;13;7.0;3;4;4;3.0;2
16153;0;4;1;2;7;7.0;2;5;2;3.0;2
16155;0;11;3;9;10;4.0;4;5;2;1.0;2
16157;1;4;5;11;13;8.0;4;5;4;3.0;2
16159;1;8;1;15;13;7.0;4;5;4;3.0;2
16162;1;7;4;19;5;2.0;1;5;4;3.0;5
16163;1;10;5;13;13;7.0;2;5;5;1.0;1
16164;1;4;6;16;13;4.0;4;1;4;1.0;2
16167;1;4;1;4;13;4.0;2;6;8;1.0;1
16168;1;3;1;22;13;4.0;2;6;6;1.0;2
16169;1;3;3;20;13;4.0;2;5;5;1.0;1
16171;1;4;4;20;13;2.0;1;5;4;3.0;1
16172;1;7;7;18;1;2.0;1;2;4;3.0;1
16175;0;9;6;22;13;7.0;4;2;5;3.0;2
16177;1;6;1;1;1;2.0;1;2;5;3.0;2
16181;0;6;2;19;13;10.0;4;5;5;1.0;8
16182;1;9;1;15;4;1.0;4;5;3;1.0;2
16184;1;8;2;18;1;7.0;1;5;3;3.0;1
16185;1;6;4;16;13;7.0;4;6;4;3.0;2
16188;1;10;6;21;13;7.0;4;6;4;3.0;2
16190;1;4;1;19;1;2.0;2;6;5;1.0;1
16192;0;3;1;6;1;8.0;1;6;4;3.0;1
16193;1;9;2;19;7;7.0;2;6;4;3.0;1
16194;1;12;3;12;4;4.0;4;6;2;3.0;2
16198;0;8;7;24;13;7.0;1;6;4;3.0;1
16202;0;4;2;21;13;4.0;4;4;7;1.0;2
16203;0;3;7;16;13;10.0;4;4;3;3.0;2
16205;0;7;2;24;13;7.0;3;6;4;3.0;1
16207;0;11;6;16;13;7.0;4;6;4;3.0;2
16211;0;4;3;7;1;10.0;1;6;3;1.0;8
16213;1;9;1;10;13;6.0;2;6;5;1.0;1
16214;1;4;4;20;13;10.0;4;6;4;1.0;2
16215;0;9;5;21;13;7.0;4;6;4;3.0;2
16216;1;13;1;19;13;4.0;1;3;4;1.0;2
16217;1;4;5;2;13;4.0;2;4;7;3.0;1
16218;1;4;4;11;13;10.0;4;4;4;1.0;2
16219;0;5;4;7;13;4.0;4;6;3;1.0;2
16221;1;7;5;19;5;2.0;4;6;4;3.0;1
16222;0;4;1;3;13;10.0;1;6;5;1.0;1
16224;0;8;5;9;13;7.0;2;3;4;3.0;4
16227;0;10;1;24;13;2.0;3;4;3;3.0;3
16228;0;7;4;20;13;8.0;4;6;5;1.0;2
16229;1;6;1;20;1;2.0;1;6;5;3.0;1
16231;1;4;4;22;13;8.0;1;5;5;1.0;1
16234;0;2;3;3;13;2.0;4;7;4;3.0;2
16235;1;7;4;10;22;7.0;5;5;3;3.0;2
16236;0;7;1;22;7;7.0;2;7;2;3.0;3
16239;0;7;1;24;13;8.0;4;6;3;3.0;2
16240;0;4;2;21;13;8.0;4;7;4;1.0;2
16242;0;2;1;3;13;2.0;4;7;6;1.0;2
16244;1;7;5;23;13;7.0;1;5;4;3.0;1
16245;1;5;6;16;13;4.0;1;5;5;1.0;2
16246;0;7;4;17;13;4.0;2;6;4;3.0;1
16247;0;7;1;7;1;2.0;1;7;4;1.0;1
16248;0;4;1;23;13;2.0;4;7;4;1.0;2
16251;0;7;7;16;3;4.0;4;7;4;1.0;2
16253;0;10;1;15;13;7.0;4;7;4;1.0;2
16254;1;8;5;15;13;7.0;3;5;4;3.0;2
16255;1;6;5;21;1;2.0;1;7;4;3.0;1
16256;1;3;2;14;13;2.0;2;7;5;3.0;1
16257;1;3;1;1;13;10.0;2;7;4;1.0;3
16259;0;4;1;13;1;2.0;1;7;3;3.0;8
16260;1;4;5;10;13;4.0;1;7;5;1.0;2
16265;1;7;5;17;11;10.0;4;6;2;3.0;8
16266;0;8;1;22;1;7.0;1;7;4;3.0;1
16269;0;9;2;11;7;7.0;2;7;2;3.0;1
16272;0;5;3;6;13;4.0;4;8;5;2.0;2
16273;1;4;2;8;13;10.0;4;8;4;1.0;2
16275;1;8;1;15;13;2.0;2;8;4;3.0;1
16276;1;11;7;7;3;10.0;1;4;4;1.0;2
16278;1;8;5;14;13;7.0;2;7;4;3.0;1
16279;1;10;6;10;13;7.0;2;2;3;3.0;1
16280;1;4;6;16;13;4.0;4;5;3;3.0;8
16281;0;4;6;23;21;4.0;1;7;5;3.0;5
16284;1;7;1;16;13;7.0;2;8;5;3.0;1
16289;1;8;1;12;13;7.0;4;7;4;3.0;2
16291;0;7;7;11;13;2.0;4;7;4;1.0;1
16292;0;3;6;10;13;10.0;1;8;4;1.0;1
16293;1;8;5;8;7;10.0;2;8;2;1.0;2
16295;0;11;3;8;13;8.0;2;8;5;3.0;12
16296;1;5;6;20;1;7.0;1;8;5;1.0;1
16297;1;3;1;13;13;8.0;4;8;4;1.0;2
16298;1;8;5;12;13;10.0;4;8;4;3.0;8
16299;1;8;6;20;1;7.0;1;8;5;1.0;1
16300;0;5;2;20;13;4.0;4;9;5;1.0;3
16303;0;4;3;4;13;8.0;2;8;6;1.0;1
16306;1;4;6;17;13;10.0;4;5;4;3.0;2
16307;0;2;5;24;13;4.0;4;8;3;1.0;2
16312;1;9;7;10;7;7.0;2;9;3;1.0;1
16315;0;10;4;9;2;7.0;4;9;4;3.0;2
16318;1;6;5;21;1;2.0;1;9;5;3.0;1
