id;SEVERITY_classes;age_classes;day_week;DEFORMED_classes;m_harm_classes;hour;impact1_classes;lgt_cond;make;man_coll;month;p_crash1;pcrash4;pcrash5;rel_road;reljct1;reljct2;rest_use;sex;speedrel_classes;typ_int;valign;ve_total;vnum_lan;vsurcond;vtrafway;weather_classes
33710;0;4;5;4;1;24;21;3;10.0;5;10;1;2;2;1;1;14;1.0;1.0;0;1;2;2;3;2;7;1
20845;1;6;2;4;5;15;1;1;4.0;1;4;8;2;3;4;0;1;1.0;1.0;0;1;4;1;5;2;4;1
4828;0;3;5;4;2;23;7;3;4.0;1;7;8;2;3;4;0;8;1.0;1.0;1;1;4;1;3;2;2;1
7579;0;8;7;4;1;12;13;1;7.0;3;12;8;2;2;1;0;1;1.0;1.0;0;1;3;2;3;2;2;1
22070;0;8;4;2;5;19;1;1;7.0;1;9;8;3;3;3;0;1;1.0;1.0;0;1;5;1;3;2;4;1
11358;1;5;7;4;1;2;13;3;2.0;1;7;8;2;3;4;0;1;3.0;1.0;0;1;3;2;3;2;2;1
8721;1;7;7;4;1;16;3;1;8.0;4;6;8;2;2;1;0;2;1.0;1.0;1;4;3;2;3;2;2;1
22877;1;8;7;4;5;16;1;1;7.0;1;9;8;2;2;1;1;5;3.0;1.0;1;1;3;1;2;2;7;1
15358;1;5;7;4;1;20;7;6;10.0;2;11;1;2;2;1;0;3;3.0;1.0;0;3;2;2;3;2;2;1
10327;0;8;4;4;4;24;21;2;7.0;1;8;8;2;3;4;0;1;3.0;1.0;1;1;4;1;3;2;2;1
12187;0;10;7;3;4;12;13;1;8.0;1;10;8;2;3;4;0;1;3.0;1.0;1;1;4;1;3;2;2;1
1372;1;8;7;4;1;24;4;3;2.0;4;11;8;2;2;1;0;2;3.0;1.0;0;2;2;2;3;2;3;1
586;1;5;3;4;1;19;1;1;7.0;1;7;1;2;2;1;0;2;1.0;1.0;0;3;2;3;5;2;5;1
5218;1;9;7;4;1;11;18;1;7.0;6;9;8;2;2;1;0;1;1.0;1.0;0;1;3;2;3;2;2;1
22875;1;5;3;1;1;13;13;1;10.0;2;9;2;2;2;1;0;1;3.0;1.0;0;1;2;2;5;2;4;1
28842;0;4;3;4;1;18;4;1;2.0;5;8;8;2;2;1;0;2;1.0;1.0;0;6;4;2;3;2;4;1
25975;0;7;7;4;1;20;13;3;8.0;2;10;1;2;2;1;0;8;2.0;2.0;0;1;2;2;6;3;2;1
17674;1;4;5;4;5;19;1;2;2.0;1;10;1;2;3;4;0;1;1.0;1.0;1;1;2;1;3;2;2;1
18153;0;4;6;4;1;21;4;2;8.0;3;5;1;2;2;1;0;1;1.0;1.0;0;1;2;3;3;2;2;1
22020;0;2;6;4;3;12;9;1;10.0;1;10;6;3;3;3;0;1;1.0;1.0;1;1;2;1;4;2;4;1
14311;1;10;2;2;1;10;13;1;10.0;4;6;1;2;2;1;1;2;3.0;1.0;0;2;2;2;5;2;3;1
30355;0;9;4;3;5;7;1;1;8.0;1;6;1;2;2;1;0;1;4.0;1.0;0;1;2;1;6;2;6;1
743;1;10;3;4;4;7;13;1;7.0;1;11;8;2;3;3;0;1;1.0;1.0;0;1;4;1;4;2;4;1
12753;0;7;7;3;5;24;1;2;7.0;1;9;8;3;3;4;0;1;1.0;1.0;1;1;3;1;3;2;2;1
12533;0;3;3;4;1;7;13;1;2.0;3;4;1;2;2;1;0;2;1.0;1.0;0;3;2;2;3;2;2;1
9110;0;8;2;2;1;12;13;1;7.0;2;1;1;3;2;1;0;2;3.0;1.0;1;2;2;2;5;2;2;1
9930;0;6;6;4;1;23;13;2;7.0;1;6;1;2;2;1;0;1;3.0;1.0;1;1;2;1;3;2;2;1
27332;0;9;7;2;1;14;20;1;2.0;4;6;4;2;6;1;0;1;3.0;1.0;1;1;2;2;3;2;2;1
25666;0;4;7;4;1;14;8;1;10.0;5;6;5;2;2;1;0;3;2.0;1.0;0;3;2;3;3;2;2;1
23208;0;8;7;4;5;20;1;2;7.0;1;9;1;3;2;1;1;5;2.0;1.0;1;1;2;1;2;2;7;1
8588;0;7;7;3;1;14;13;1;7.0;1;5;8;2;3;8;0;1;1.0;1.0;1;1;3;1;2;3;6;3
3587;1;10;6;2;4;16;13;1;7.0;1;7;1;2;3;4;0;1;1.0;1.0;0;1;2;1;3;2;2;1
10002;1;9;3;4;1;16;13;1;7.0;1;6;1;2;2;1;0;1;3.0;1.0;0;1;2;1;3;2;2;1
3733;0;10;5;4;5;20;1;5;7.0;1;7;8;3;3;2;0;1;3.0;1.0;1;1;4;1;3;2;2;1
21542;0;12;6;4;1;12;13;1;1.0;4;7;1;2;2;1;0;2;2.0;1.0;0;2;2;2;3;2;2;1
18079;1;2;4;4;1;14;13;1;10.0;4;9;1;2;2;1;0;8;3.0;1.0;0;1;2;2;3;2;2;1
11711;1;7;1;4;1;1;13;2;7.0;1;5;1;2;2;1;0;1;3.0;1.0;0;1;2;1;3;2;2;1
1114;1;3;4;4;5;6;1;2;8.0;1;3;1;2;2;1;0;1;1.0;1.0;0;1;2;1;4;2;4;1
29759;0;8;6;2;5;12;4;1;2.0;1;9;8;2;2;4;0;1;1.0;1.0;0;1;3;2;3;10;2;1
7137;0;4;7;4;4;17;13;1;8.0;3;4;8;3;3;1;0;1;1.0;1.0;1;1;3;3;3;2;2;1
1020;1;7;7;4;1;22;1;2;7.0;1;3;1;2;2;1;0;2;3.0;1.0;0;3;2;2;3;2;3;1
11730;0;5;7;4;1;15;7;1;7.0;2;6;1;2;2;1;0;1;3.0;1.0;0;1;2;3;3;2;2;1
30252;0;3;3;4;1;16;13;1;2.0;2;9;7;2;6;1;0;2;4.0;1.0;0;2;2;2;3;2;2;1
18262;1;6;4;4;1;16;1;1;4.0;1;10;1;2;2;1;0;3;1.0;1.0;0;3;2;2;3;2;2;1
16231;1;4;4;4;1;22;13;3;8.0;1;5;8;2;3;4;0;1;1.0;1.0;0;1;4;1;4;2;4;1
10374;1;3;3;4;1;9;1;1;2.0;1;1;1;2;2;1;0;2;1.0;1.0;1;3;2;2;3;2;2;1
31739;0;7;4;4;1;9;13;1;7.0;4;8;7;2;2;1;0;8;4.0;1.0;0;1;2;3;3;2;2;1
1807;1;10;2;4;1;11;13;1;2.0;4;8;1;2;2;1;0;2;1.0;1.0;0;2;2;2;3;2;2;1
26927;1;3;3;4;1;6;13;1;10.0;4;5;1;2;2;1;0;1;2.0;1.0;1;1;2;2;4;2;4;1
23180;0;5;5;2;1;8;18;1;10.0;5;6;1;2;2;1;0;1;2.0;1.0;0;1;2;2;5;2;4;1
28549;0;2;6;4;1;15;13;1;2.0;3;5;1;2;2;1;0;2;1.0;1.0;0;2;2;2;4;2;4;1
19579;1;4;1;2;5;21;1;3;4.0;1;10;1;2;2;1;1;2;3.0;1.0;0;2;2;2;3;2;3;1
17772;0;9;4;4;1;10;13;1;7.0;3;6;1;2;2;1;0;1;3.0;1.0;0;1;2;2;3;2;2;1
16192;0;3;1;4;5;6;1;4;8.0;1;6;8;2;3;4;0;1;3.0;1.0;0;1;4;1;3;2;2;1
6528;1;5;5;4;3;10;13;1;2.0;1;5;1;3;3;4;0;3;1.0;1.0;0;3;2;1;3;2;2;1
15845;0;8;2;4;2;24;2;3;2.0;1;4;1;2;3;4;0;1;3.0;1.0;0;1;2;1;6;2;4;1
8225;1;5;5;4;1;18;11;1;8.0;6;8;8;2;2;1;0;1;1.0;1.0;1;1;3;2;3;2;2;1
14959;0;10;6;4;1;4;13;4;2.0;1;7;1;2;2;1;0;1;3.0;1.0;0;1;2;2;3;2;2;1
5884;1;5;7;4;5;19;13;1;7.0;4;8;1;2;2;1;0;1;3.0;1.0;0;1;2;2;3;2;2;1
5021;1;10;2;4;5;12;1;1;7.0;1;3;8;2;3;4;0;1;1.0;1.0;0;1;4;1;3;2;2;1
10709;0;8;2;3;3;2;15;3;8.0;1;10;8;3;3;4;0;3;1.0;1.0;0;2;3;1;3;2;2;1
2461;0;4;1;3;5;18;1;1;2.0;1;6;1;3;2;1;0;1;3.0;2.0;0;1;2;2;3;2;2;1
14406;0;9;6;2;1;21;13;2;7.0;4;4;8;3;2;1;0;8;3.0;1.0;0;1;3;2;3;2;2;1
9781;1;7;7;4;1;15;13;1;10.0;3;10;8;2;2;1;0;1;1.0;1.0;1;1;3;2;3;2;2;1
5356;1;8;4;4;1;17;21;3;7.0;5;1;8;2;2;1;0;1;2.0;1.0;0;1;4;2;4;2;4;1
17841;0;5;4;4;1;18;13;1;4.0;4;8;1;2;2;1;0;2;1.0;1.0;1;3;2;2;5;2;2;1
19086;0;7;5;4;1;16;13;1;10.0;4;9;8;2;2;1;0;1;1.0;1.0;0;1;3;2;3;3;2;1
15583;1;9;1;3;5;14;13;1;7.0;2;8;1;3;2;1;0;8;2.0;1.0;1;1;2;5;5;2;2;1
34179;0;3;6;2;5;19;1;1;4.0;1;8;8;2;3;4;1;5;1.0;1.0;1;1;3;1;2;2;6;1
28018;0;8;3;3;1;8;7;1;7.0;2;1;5;2;2;1;0;3;2.0;1.0;0;3;2;4;3;2;2;1
17958;1;6;5;4;1;21;13;3;2.0;3;5;1;2;2;1;0;2;1.0;1.0;1;2;2;3;5;2;2;1
1613;1;8;1;3;3;12;13;1;2.0;1;11;8;2;3;4;0;1;1.0;1.0;0;1;4;1;3;2;2;1
2474;1;10;4;4;1;10;13;1;2.0;4;7;1;2;2;1;0;1;2.0;1.0;0;1;2;4;3;2;2;1
2798;0;8;7;4;1;14;10;1;7.0;6;5;8;2;2;1;0;1;1.0;1.0;0;1;4;5;3;3;2;1
7265;1;8;4;4;1;15;13;1;7.0;4;5;1;3;2;1;0;2;1.0;1.0;0;2;2;2;5;2;2;1
1762;1;10;6;4;5;17;1;1;10.0;1;8;1;3;2;1;0;1;3.0;1.0;1;1;2;1;3;2;2;1
26599;0;4;3;4;1;16;13;1;2.0;4;4;1;2;2;1;0;8;3.0;1.0;0;1;2;3;5;2;5;1
17260;1;8;1;4;1;20;13;5;7.0;2;6;1;2;2;1;0;8;1.0;1.0;1;1;2;2;3;2;2;1
14733;1;7;4;4;1;19;13;1;4.0;4;6;1;2;2;1;0;2;1.0;1.0;0;2;2;2;6;2;2;1
20457;1;6;2;4;1;18;7;1;7.0;2;6;2;2;2;1;0;3;2.0;1.0;0;2;2;3;5;2;2;1
8153;1;10;5;4;5;4;1;2;7.0;1;6;8;2;2;1;0;1;1.0;1.0;1;1;3;1;3;2;2;1
4832;0;8;6;4;5;23;1;2;7.0;1;8;1;2;3;5;1;5;1.0;1.0;1;1;2;1;2;2;7;1
5663;1;7;2;3;5;12;13;1;7.0;2;9;7;2;2;1;1;12;2.0;1.0;1;1;2;3;4;2;4;1
6978;1;7;1;4;3;1;13;3;7.0;1;8;1;2;3;4;0;2;3.0;1.0;1;3;2;1;3;2;2;1
12475;1;5;4;3;1;16;13;1;2.0;2;5;1;2;2;1;0;1;3.0;1.0;0;1;2;2;4;2;4;1
12206;1;5;6;4;1;2;13;3;7.0;4;4;7;2;2;1;0;2;3.0;1.0;1;2;2;2;3;2;2;1
21858;1;4;1;4;1;11;2;1;2.0;4;7;1;2;2;1;0;2;3.0;1.0;0;4;2;2;3;2;2;1
24488;1;9;7;4;1;18;13;1;8.0;4;5;1;2;2;1;0;2;1.0;1.0;0;2;2;2;5;2;2;1
7371;0;4;1;4;1;17;13;1;10.0;3;6;1;2;2;1;0;8;2.0;1.0;0;1;2;2;3;2;2;1
11311;1;8;1;4;5;13;13;1;7.0;3;9;8;2;2;1;0;1;2.0;1.0;0;1;4;2;3;2;2;1
7226;0;6;4;4;1;3;13;3;7.0;1;9;8;2;3;6;0;2;2.0;1.0;1;2;3;2;3;2;2;1
11361;0;2;2;4;1;22;13;3;8.0;4;10;1;2;2;1;0;2;1.0;1.0;0;2;2;2;6;2;5;1
32822;1;5;4;4;1;16;13;1;6.0;4;12;1;2;2;1;0;2;1.0;1.0;0;3;2;2;4;2;4;1
11206;1;13;1;4;5;19;13;3;4.0;1;3;1;2;3;4;0;2;1.0;1.0;0;2;2;1;3;2;2;1
20739;1;4;5;4;1;17;13;1;10.0;1;6;1;2;3;3;0;1;2.0;1.0;0;1;2;3;4;2;4;1
11178;1;10;6;4;1;21;13;2;7.0;4;6;1;2;2;1;0;2;3.0;1.0;0;4;2;2;3;2;2;1
23478;0;8;2;2;5;17;1;1;7.0;1;6;7;2;2;1;0;1;3.0;1.0;1;1;3;2;5;2;2;1
12657;0;7;2;4;5;12;1;1;2.0;1;10;8;2;2;1;0;1;1.0;2.0;1;1;4;1;3;2;2;1
2490;1;10;7;3;4;15;13;1;2.0;1;9;8;2;3;4;0;1;2.0;2.0;0;1;4;1;3;2;2;1
8334;1;5;5;4;1;14;13;1;4.0;3;6;8;2;2;1;0;1;1.0;2.0;0;1;4;2;3;2;2;1
15332;0;5;7;4;1;12;12;1;7.0;6;8;8;2;2;1;0;1;3.0;1.0;0;1;3;2;3;2;2;1
3807;0;8;5;4;1;15;13;1;10.0;4;10;1;2;2;1;0;2;2.0;1.0;0;2;2;2;3;2;2;1
8379;0;3;6;3;1;11;10;1;10.0;6;8;7;3;2;1;0;1;1.0;1.0;0;1;5;2;3;2;2;1
6090;1;6;4;4;1;22;13;3;4.0;2;5;1;2;2;1;0;1;1.0;1.0;0;1;2;3;6;2;4;1
3702;0;7;4;4;5;20;15;1;4.0;1;7;8;3;3;4;0;1;3.0;1.0;1;1;4;1;3;2;2;1
25037;0;7;5;4;5;17;1;1;7.0;1;6;1;3;2;1;0;8;1.0;1.0;0;1;2;3;3;2;5;1
31588;0;10;7;3;1;12;3;1;4.0;5;2;7;2;2;1;0;1;3.0;1.0;0;1;1;2;1;1;1;1
1028;1;8;1;4;1;12;12;1;7.0;4;3;8;2;2;1;0;1;1.0;1.0;0;1;4;2;3;2;2;1
366;1;5;2;4;1;18;13;3;4.0;4;1;1;2;2;1;0;8;2.0;1.0;0;1;2;2;5;2;5;1
6996;1;8;1;4;5;24;22;3;7.0;1;3;1;2;3;4;0;1;3.0;1.0;0;1;2;1;3;2;2;1
8565;0;4;7;4;1;5;13;2;10.0;3;11;1;2;2;1;0;1;3.0;1.0;0;1;2;2;3;2;3;1
23870;0;4;1;2;1;15;10;1;2.0;1;10;1;3;2;1;0;1;2.0;1.0;0;1;2;1;3;2;2;1
26934;1;5;4;4;5;6;1;1;7.0;1;5;8;2;3;4;0;1;2.0;1.0;0;1;4;1;3;2;2;1
6614;0;10;4;4;1;15;13;1;2.0;1;8;8;2;3;4;0;1;1.0;1.0;0;1;4;1;3;2;2;1
24675;0;8;7;3;5;14;1;1;1.0;1;8;1;2;2;1;0;1;1.0;1.0;0;1;2;1;5;2;5;1
35870;0;11;5;4;1;15;1;1;7.0;4;2;1;2;2;1;0;2;1.0;1.0;0;3;2;4;3;2;2;1
26131;0;10;2;3;5;13;1;1;2.0;1;3;1;2;2;1;0;2;1.0;1.0;0;2;2;1;3;2;3;1
13327;1;9;5;4;1;24;13;3;7.0;1;6;1;2;3;4;0;1;3.0;1.0;0;1;2;1;3;2;2;1
31280;1;9;4;3;1;17;13;1;7.0;2;9;8;2;2;1;0;2;4.0;1.0;0;3;2;2;3;2;2;1
16343;1;4;7;4;1;20;13;3;4.0;4;7;1;2;2;1;0;2;1.0;1.0;0;2;2;2;3;2;2;1
10337;1;5;1;4;4;16;13;1;4.0;1;10;8;2;3;4;0;1;1.0;1.0;0;1;4;1;3;2;2;1
28394;0;6;6;3;5;24;1;3;4.0;1;3;8;2;2;1;0;2;3.0;1.0;0;2;2;1;3;2;5;1
3658;0;3;5;4;5;11;1;1;10.0;1;5;7;2;2;1;0;1;1.0;1.0;1;1;3;1;3;2;6;1
3817;1;6;3;4;1;7;4;1;8.0;4;10;1;3;2;1;0;8;2.0;1.0;1;1;2;2;3;2;2;1
5059;0;8;7;4;5;13;13;1;7.0;1;7;7;2;3;4;0;1;1.0;1.0;1;1;2;1;3;2;2;1
17411;1;7;1;4;1;13;13;1;4.0;2;7;1;2;2;1;0;3;2.0;1.0;0;1;2;2;3;2;2;1
26452;1;8;5;4;5;14;1;1;7.0;1;6;1;3;3;2;0;1;3.0;1.0;0;1;2;1;3;2;3;1
16712;1;8;3;2;1;18;7;1;4.0;2;5;2;2;2;1;0;2;3.0;1.0;0;2;2;2;3;2;2;1
21377;0;9;7;1;1;9;13;1;7.0;2;5;5;2;2;1;0;8;3.0;1.0;0;1;2;2;5;2;5;1
4016;1;3;2;4;3;1;13;3;4.0;1;5;8;2;3;4;0;2;1.0;1.0;1;3;4;1;3;2;3;1
18192;1;6;3;4;1;13;13;1;2.0;1;4;1;2;4;5;0;1;1.0;1.0;1;1;2;1;3;3;2;1
31877;0;3;7;3;5;12;1;1;10.0;1;6;1;3;2;1;0;2;1.0;1.0;0;2;2;1;5;3;3;1
25303;0;4;5;2;5;15;1;1;2.0;1;9;1;2;2;1;0;3;2.0;1.0;0;3;2;1;4;2;4;1
4910;1;10;6;4;1;16;13;1;7.0;4;5;7;2;2;1;0;2;3.0;1.0;0;2;2;2;3;2;2;1
36017;0;7;1;4;1;16;7;1;7.0;2;4;1;2;2;1;0;2;4.0;1.0;0;3;2;2;3;2;2;1
12466;1;6;6;4;1;15;13;1;2.0;3;8;1;2;2;1;0;8;2.0;1.0;0;1;2;2;7;2;5;1
23514;0;6;2;2;1;6;19;3;2.0;5;10;7;2;2;1;0;1;2.0;1.0;0;1;2;2;5;2;4;1
10108;0;8;4;4;1;19;13;3;7.0;1;12;1;2;2;1;0;1;2.0;1.0;0;1;2;1;3;2;3;1
7640;0;4;5;4;5;21;1;2;8.0;1;9;1;2;2;1;1;12;1.0;1.0;0;1;2;1;3;2;3;1
16198;0;8;7;4;1;24;13;2;7.0;1;6;1;2;2;1;0;1;3.0;1.0;0;1;2;1;3;2;3;1
21301;0;8;7;3;1;16;13;1;7.0;2;11;1;2;2;1;0;3;1.0;1.0;0;2;2;2;3;2;2;1
20017;0;5;4;4;1;14;1;1;4.0;1;5;8;2;3;4;0;3;3.0;1.0;1;4;2;1;3;2;2;1
16705;1;5;7;4;1;14;13;1;7.0;4;4;1;2;2;1;0;2;2.0;1.0;0;2;2;2;5;2;2;1
1184;0;4;3;4;5;7;1;1;10.0;1;6;8;3;2;1;0;8;1.0;1.0;1;1;4;2;3;2;2;1
16816;1;10;1;4;1;12;13;1;7.0;1;9;1;2;2;1;0;1;3.0;1.0;0;1;2;1;3;2;2;1
15916;1;4;6;4;1;21;22;3;10.0;4;9;8;2;2;1;0;2;3.0;1.0;0;2;2;2;3;2;3;1
31417;0;4;1;3;1;15;18;1;8.0;5;2;1;2;2;1;0;1;1.0;1.0;1;1;2;2;5;2;4;1
27372;1;3;1;4;1;21;7;3;7.0;2;6;5;2;2;1;0;1;3.0;1.0;0;1;2;3;4;2;4;1
30893;0;6;6;1;1;13;2;1;10.0;5;3;7;2;2;1;0;1;4.0;1.0;0;1;2;2;5;2;4;1
32461;0;9;7;1;1;12;7;1;7.0;2;8;5;2;2;1;0;3;3.0;1.0;0;3;3;5;3;2;2;1
10360;0;7;3;4;5;15;1;1;7.0;1;1;8;2;3;5;0;1;1.0;1.0;0;1;3;1;3;2;2;1
2106;0;10;1;4;3;23;13;2;7.0;1;10;8;2;3;4;0;1;3.0;1.0;0;1;4;1;4;2;3;1
19018;1;8;7;4;5;17;1;1;7.0;1;4;8;2;5;1;0;1;1.0;1.0;0;1;4;1;3;2;2;1
10989;0;2;7;4;1;11;13;1;4.0;4;2;1;2;2;1;0;2;1.0;1.0;1;3;2;2;3;2;2;1
20801;0;5;7;2;5;20;1;3;4.0;1;10;8;2;2;1;0;3;2.0;1.0;0;2;3;1;4;2;6;1
5366;1;3;3;4;1;9;1;1;2.0;1;1;1;2;2;1;0;2;1.0;1.0;1;3;2;2;3;2;2;1
2862;0;5;5;4;1;12;1;1;4.0;1;3;8;3;3;5;0;3;2.0;1.0;1;3;3;1;3;2;2;1
15030;1;7;6;4;1;22;13;3;2.0;4;2;1;2;2;1;0;2;1.0;1.0;0;2;2;2;3;2;3;1
1057;0;3;7;4;1;22;13;3;8.0;4;1;1;2;2;1;0;2;3.0;1.0;0;2;2;2;3;2;2;1
17773;0;7;3;4;1;15;13;1;7.0;3;6;7;2;2;1;0;2;3.0;1.0;1;2;2;2;3;2;2;1
36734;0;4;6;2;1;14;13;1;4.0;4;2;1;2;2;1;0;8;4.0;1.0;0;1;2;2;5;2;2;1
10414;0;5;7;3;1;2;13;2;7.0;2;3;1;2;2;1;0;1;2.0;1.0;1;1;2;2;5;2;4;1
33105;1;3;2;3;1;15;11;1;4.0;5;6;1;2;2;1;0;1;4.0;1.0;0;1;2;2;3;2;4;1
20752;0;7;5;2;5;20;1;1;7.0;1;7;8;2;2;1;0;1;2.0;2.0;0;1;3;1;3;2;2;1
15139;1;7;1;4;1;14;13;1;7.0;2;1;1;3;2;1;0;1;3.0;1.0;1;1;2;2;5;2;4;1
1404;1;3;4;4;3;22;13;3;4.0;1;11;8;2;3;4;0;1;1.0;1.0;1;1;3;1;3;2;2;1
12243;1;4;2;4;1;20;13;3;4.0;2;4;1;2;2;1;0;1;1.0;1.0;1;1;2;2;3;2;4;1
13123;0;6;7;4;1;15;13;1;10.0;4;2;1;2;2;1;0;7;1.0;1.0;1;1;2;2;5;2;3;1
25304;1;5;5;4;5;21;1;2;10.0;1;9;1;2;2;1;1;12;2.0;1.0;1;1;2;1;6;2;4;1
31015;0;5;7;2;1;11;13;1;8.0;2;9;5;2;2;1;0;3;3.0;1.0;0;2;2;2;3;2;3;1
136;1;9;7;4;1;16;18;1;7.0;4;3;1;3;2;1;0;2;3.0;1.0;0;2;2;2;4;2;3;1
1579;1;6;7;4;1;14;13;1;10.0;4;4;1;3;2;1;0;8;1.0;1.0;0;1;2;2;5;2;2;1
14078;0;7;5;4;1;16;13;1;10.0;4;9;8;2;2;1;0;1;1.0;1.0;0;1;3;2;3;3;2;1
22446;0;8;7;4;5;13;1;1;10.0;1;3;8;2;2;1;0;3;2.0;1.0;0;2;2;1;3;2;6;1
14034;1;3;2;4;3;1;13;3;4.0;1;5;8;2;3;4;0;2;1.0;1.0;1;3;4;1;3;2;3;1
15865;0;7;4;4;1;22;21;3;2.0;4;6;8;2;2;1;0;2;3.0;1.0;0;3;2;2;3;2;3;1
13366;1;11;6;4;5;19;13;1;8.0;1;5;1;2;3;4;0;1;1.0;1.0;0;1;2;1;3;2;2;1
18475;0;6;2;4;5;23;13;2;8.0;1;9;8;2;3;4;0;1;1.0;1.0;1;1;5;1;3;2;2;1
3397;1;8;5;4;1;7;13;1;2.0;4;9;1;2;2;1;0;2;1.0;1.0;0;2;2;2;3;2;2;1
30605;0;3;3;2;1;16;10;1;8.0;5;10;7;2;2;1;0;1;3.0;1.0;0;1;2;2;4;2;4;1
13005;1;7;7;4;1;16;13;1;4.0;2;6;1;2;2;1;0;3;1.0;1.0;0;2;2;2;5;2;4;1
33213;0;8;2;4;1;22;13;3;3.0;4;3;1;2;2;1;0;2;3.0;1.0;0;2;2;2;5;2;4;1
31881;0;3;4;3;1;15;10;1;7.0;4;6;8;2;2;1;0;2;1.0;1.0;0;4;3;2;3;2;2;1
30359;0;3;2;4;5;22;1;2;2.0;1;7;1;2;3;4;0;1;1.0;1.0;0;1;2;1;3;3;2;1
1341;1;5;7;4;1;2;13;3;2.0;1;7;8;2;3;4;0;1;3.0;1.0;0;1;3;2;3;2;2;1
1067;0;7;7;4;1;3;13;3;7.0;3;4;1;2;2;1;0;1;3.0;1.0;0;1;2;2;4;2;3;1
16047;1;7;7;4;1;22;1;2;7.0;1;3;1;2;2;1;0;2;3.0;1.0;0;3;2;2;3;2;3;1
24604;0;10;5;3;5;12;1;1;7.0;1;4;1;2;2;1;0;1;3.0;1.0;0;1;2;1;7;2;3;1
17842;1;3;2;3;1;10;13;1;8.0;4;8;1;3;2;1;0;4;1.0;1.0;1;1;2;2;5;2;2;1
5528;0;8;3;4;5;16;1;1;7.0;1;7;7;3;2;1;0;8;2.0;1.0;0;1;2;2;3;2;2;1
26635;0;3;1;4;1;22;18;3;2.0;4;7;1;2;2;1;0;2;3.0;1.0;0;2;2;2;5;2;2;1
13368;0;3;5;4;1;8;1;1;2.0;1;7;1;2;3;4;0;1;1.0;1.0;0;1;2;1;3;2;2;1
18957;0;5;2;4;1;18;13;1;2.0;3;9;8;2;2;1;0;1;3.0;1.0;1;1;3;2;3;2;2;1
11037;1;7;7;4;1;22;1;2;7.0;1;3;1;2;2;1;0;2;3.0;1.0;0;3;2;2;3;2;3;1
13895;0;8;2;4;1;19;13;1;7.0;2;5;1;2;2;1;0;1;3.0;1.0;1;1;2;2;3;2;3;1
10849;0;6;7;4;5;15;1;1;4.0;1;6;8;3;3;4;0;1;1.0;1.0;1;1;4;1;3;2;2;1
3357;0;4;4;1;1;21;8;2;10.0;1;8;1;2;2;1;0;1;3.0;1.0;0;1;2;3;3;2;2;1
17614;1;7;7;4;5;1;14;2;7.0;1;6;8;2;3;4;0;1;1.0;1.0;0;1;3;1;3;2;3;1
31758;0;6;1;2;5;13;1;1;4.0;1;9;4;2;2;1;0;3;4.0;2.0;0;2;2;1;5;2;2;1
28420;0;4;1;3;1;13;12;1;8.0;5;3;1;2;2;1;0;2;1.0;1.0;0;3;2;2;3;2;2;1
31281;0;8;5;2;1;18;7;1;7.0;2;9;8;2;2;11;0;3;3.0;1.0;0;2;2;2;3;2;5;1
22800;0;5;4;3;5;16;1;1;7.0;1;4;1;2;2;1;0;1;3.0;1.0;0;1;2;1;5;2;2;1
10392;0;9;3;3;5;10;1;1;7.0;1;2;8;2;3;5;0;1;2.0;1.0;0;1;4;1;3;2;2;1
6303;1;8;1;4;5;13;13;1;7.0;3;9;8;2;2;1;0;1;2.0;1.0;0;1;4;2;3;2;2;1
22248;0;6;4;3;1;16;7;1;4.0;2;2;1;2;2;1;0;3;1.0;1.0;0;2;2;2;4;2;6;1
35269;0;3;1;2;5;15;1;1;2.0;1;5;1;2;5;1;0;1;1.0;1.0;0;1;2;1;3;2;2;1
30412;1;4;6;4;1;20;13;1;4.0;3;5;1;2;2;1;0;2;3.0;1.0;0;2;2;2;5;2;2;1
23345;0;2;7;3;1;2;10;3;8.0;4;5;1;2;2;1;0;1;2.0;1.0;0;1;2;2;3;2;5;1
12347;1;8;4;4;1;23;13;2;10.0;1;6;8;2;3;5;0;8;1.0;1.0;0;1;3;2;3;3;2;4
6895;0;8;5;4;1;17;13;1;7.0;3;7;8;2;2;1;0;1;3.0;2.0;0;1;3;2;3;2;2;1
2018;1;4;2;4;1;24;2;2;7.0;1;8;1;2;2;1;0;1;3.0;1.0;0;1;2;1;3;2;2;1
8155;0;4;1;3;1;24;13;2;4.0;3;6;8;2;2;1;0;1;1.0;1.0;0;1;4;3;3;2;2;1
13020;1;5;1;4;1;10;12;1;7.0;4;7;1;2;2;1;0;2;1.0;1.0;0;2;2;2;3;2;2;1
18053;1;13;5;4;1;14;2;1;10.0;1;8;1;2;4;4;0;1;1.0;1.0;0;1;2;1;3;2;2;1
1782;1;12;1;4;5;14;13;1;7.0;1;8;8;2;3;4;0;1;3.0;2.0;1;1;4;1;3;2;2;1
14886;0;9;6;4;1;15;13;1;8.0;3;9;1;2;2;1;0;2;1.0;1.0;0;3;2;2;3;2;2;1
35296;0;2;4;2;5;20;1;2;7.0;1;6;1;2;2;1;0;1;4.0;1.0;1;1;4;1;3;2;2;1
22709;0;4;6;4;5;18;1;1;2.0;1;7;1;2;2;1;0;3;2.0;1.0;0;3;2;1;3;2;3;1
5902;0;7;1;4;1;20;13;2;7.0;3;11;1;2;2;1;0;1;3.0;1.0;0;1;2;2;3;2;2;1
